"numCDA","anoInscricao","idNaturezaDivida","codSituacaoCDA","DatSituacao","datCadastramento","codFaseCobranca","ValSaldo"
16330110151301,1988,1,13,2020-01-12 20:44:22.387,1989-06-01 00:00:00.000,2,167.34
16330111256501,1988,1,2,2024-09-10 16:50:15.103,1989-06-01 00:00:00.000,2,502.83
16330110560301,1988,1,13,2017-04-28 10:46:48.837,1989-06-01 00:00:00.000,2,40.97
16330602330601,1988,2,13,2020-01-02 09:56:44.360,1989-06-01 00:00:00.000,2,142.15
16330600131501,1988,2,2,2024-09-10 16:50:21.200,1989-06-01 00:00:00.000,2,616.75
16330603320301,1988,2,2,2024-09-10 16:50:22.497,1989-06-01 00:00:00.000,2,292.94
16330603303101,1988,2,2,2024-09-10 16:50:22.580,1989-06-01 00:00:00.000,2,462.00
16330603031201,1988,2,2,2024-09-10 16:50:22.897,1989-06-01 00:00:00.000,2,2404.99
16330603313301,1988,2,2,2024-09-10 16:50:23.127,1989-06-01 00:00:00.000,2,380.41
16330603365201,1988,2,2,2018-12-20 12:16:58.917,1989-06-01 00:00:00.000,2,138.00
16330606112301,1988,2,2,2024-09-10 16:50:23.630,1989-06-01 00:00:00.000,2,356.43
16330610101301,1988,2,2,2024-09-10 16:50:26.730,1989-06-01 00:00:00.000,2,540.99
16331013611300,1988,10,3,2012-01-13 00:00:00.000,1988-03-01 00:00:00.000,2,4682.24
16331010100300,1988,10,2,2024-09-10 16:50:28.430,1988-09-30 00:00:00.000,2,29686.42
16360100131101,1989,1,2,2024-09-10 16:50:35.440,1990-05-13 00:00:00.000,2,1267.59
16360106301601,1989,1,13,2015-11-12 09:56:20.240,1990-05-13 00:00:00.000,2,0.05
16360116101001,1989,1,2,2018-02-22 10:33:36.250,1990-05-13 00:00:00.000,2,1252.19
16360116001201,1989,1,2,2024-09-10 16:50:37.557,1990-05-13 00:00:00.000,2,20.26
16360603551201,1989,2,2,2024-09-10 16:50:41.120,1990-05-13 00:00:00.000,2,85.89
16360606601101,1989,2,2,2019-06-27 15:01:59.400,1990-05-13 00:00:00.000,2,4834.46
16600106205501,1990,1,2,2024-09-10 14:56:07.110,1991-05-13 00:00:00.000,2,3216.12
16600102200101,1990,1,2,2020-11-30 18:40:13.570,1991-05-13 00:00:00.000,2,-10.53
16600102501102,1990,1,2,2024-09-10 16:50:53.400,1991-05-13 00:00:00.000,2,822.54
16600101311001,1990,1,2,2020-01-14 16:49:18.080,1991-05-13 00:00:00.000,2,836.05
16600105136501,1990,1,2,2024-09-10 16:50:54.980,1991-05-13 00:00:00.000,2,635.92
16600110165201,1990,1,2,2024-09-27 12:12:56.720,1991-05-13 00:00:00.000,1,858.72
16600116151301,1990,1,13,2016-06-01 22:28:24.280,1991-05-13 00:00:00.000,2,1429.82
16600113221001,1990,1,13,2015-09-28 23:46:33.690,1991-05-13 00:00:00.000,2,119.25
16600161331601,1990,1,2,2018-02-06 14:40:55.193,1991-05-13 00:00:00.000,2,415.62
16600161001301,1990,1,2,2018-02-06 14:41:06.710,1991-05-13 00:00:00.000,2,415.62
16600601051101,1990,2,2,2019-10-04 17:11:05.880,1991-05-13 00:00:00.000,2,408.38
16600605013301,1990,2,2,2024-09-10 16:51:06.030,1991-05-13 00:00:00.000,2,2994.88
16600603631101,1990,2,2,2019-10-04 17:11:07.963,1991-05-13 00:00:00.000,2,462.32
16600603515301,1990,2,2,2024-09-10 16:51:11.080,1991-05-13 00:00:00.000,2,205.43
16600610101101,1990,2,2,2018-02-22 10:25:52.180,1991-05-13 00:00:00.000,2,6914.12
16600612610301,1990,2,2,2021-09-02 16:31:56.153,1991-05-13 00:00:00.000,2,492.68
16610100300601,1991,1,2,2020-01-28 17:34:58.807,1992-02-26 00:00:00.000,2,8559.22
16610101320306,1991,1,2,2024-09-10 16:51:23.830,1992-02-26 00:00:00.000,2,3892.68
16610101613101,1991,1,2,2017-09-15 12:00:42.380,1992-02-26 00:00:00.000,2,27.63
16610106100501,1991,1,2,2024-09-10 16:51:25.153,1992-02-26 00:00:00.000,2,716.41
16610106621301,1991,1,10,2002-02-07 00:00:00.000,1992-02-26 00:00:00.000,1,1614.03
16610101501201,1991,1,2,2024-09-10 16:51:30.313,1992-02-26 00:00:00.000,2,1232.11
16610101063101,1991,1,2,2020-08-25 12:50:38.180,1992-02-26 00:00:00.000,2,16444.41
16610103113601,1991,1,13,2016-08-05 05:05:28.963,1992-02-26 00:00:00.000,2,37.68
16610103653301,1991,1,2,2016-03-09 21:19:45.677,1992-02-26 00:00:00.000,2,491.98
16610103266001,1991,1,2,2024-09-10 16:51:35.057,1992-02-26 00:00:00.000,2,1218.64
16610600030101,1991,2,2,2019-10-04 17:11:16.930,1992-02-26 00:00:00.000,2,9376.34
16610600130601,1991,2,2,2024-09-10 16:51:36.517,1992-02-26 00:00:00.000,2,1618.92
16610600120101,1991,2,2,2022-02-04 10:56:53.303,1992-02-26 00:00:00.000,2,1043.80
16610600010601,1991,2,2,2017-11-09 16:23:18.280,1992-02-26 00:00:00.000,2,4142.54
16610601060101,1991,2,2,2024-09-10 16:51:37.523,1992-02-26 00:00:00.000,2,3490.81
16610601166001,1991,2,2,2024-09-10 16:51:38.173,1992-02-26 00:00:00.000,2,2791.49
16610606303601,1991,2,2,2024-09-10 16:51:41.590,1992-02-26 00:00:00.000,2,733.38
16610602226101,1991,2,2,2024-09-10 16:51:44.533,1992-02-26 00:00:00.000,2,1527.15
16610602566601,1991,2,2,2024-09-10 16:51:46.200,1992-02-26 00:00:00.000,2,2655.78
16610602316201,1991,2,2,2024-09-10 16:51:47.117,1992-02-26 00:00:00.000,2,2564.88
16610601601501,1991,2,2,2017-06-20 10:31:50.277,1992-02-26 00:00:00.000,2,210.12
16610605666201,1991,2,2,2022-10-06 11:49:47.333,1992-02-26 00:00:00.000,2,355005.67
16611000006600,1991,10,2,2024-09-10 16:51:50.397,1991-01-16 00:00:00.000,2,23901.28
16611500035100,1991,15,2,2024-09-10 16:51:51.897,1991-03-28 00:00:00.000,2,294.31
16660100510301,1992,1,2,2024-01-23 22:28:29.597,1993-04-09 00:00:00.000,2,108638.44
16660100012201,1992,1,2,2021-09-14 20:34:05.250,1993-04-09 00:00:00.000,2,15525.09
16660100302601,1992,1,2,2024-09-10 16:52:01.207,1993-04-09 00:00:00.000,2,492.00
16660101601301,1992,1,13,2017-03-02 05:24:50.103,1993-04-09 00:00:00.000,2,0.00
16660101610301,1992,1,13,2016-07-15 05:21:30.450,1993-04-09 00:00:00.000,2,139.71
16660101622601,1992,1,13,2017-04-10 05:00:38.123,1993-04-09 00:00:00.000,2,0.01
16660106363501,1992,1,13,2015-03-11 22:07:02.657,1993-04-09 00:00:00.000,2,-0.01
16660102161601,1992,1,2,2024-09-10 16:52:10.470,1993-04-09 00:00:00.000,2,209.57
16660102316601,1992,1,2,2017-09-15 11:59:47.110,1993-04-09 00:00:00.000,2,1733.82
16660102301001,1992,1,13,2017-09-02 05:21:24.383,1993-04-09 00:00:00.000,2,59.79
16660101050601,1992,1,13,2015-09-27 00:02:51.427,1993-04-09 00:00:00.000,2,45.09
16660101210601,1992,1,2,2020-12-14 14:50:21.677,1993-04-09 00:00:00.000,2,415.10
16660101053101,1992,1,2,2017-02-06 17:05:18.730,1993-04-09 00:00:00.000,2,1148.82
16660105331001,1992,1,2,2017-04-24 14:54:19.993,1993-04-09 00:00:00.000,2,467.03
16660105300301,1992,1,2,2018-02-06 14:39:59.720,1993-04-09 00:00:00.000,2,534.13
16660105362301,1992,1,2,2017-04-24 15:21:25.760,1993-04-09 00:00:00.000,2,391.22
16660103125301,1992,1,2,2024-09-10 16:52:18.673,1993-04-09 00:00:00.000,2,519.52
16660606160601,1992,2,2,2024-09-10 16:52:28.113,1993-04-09 00:00:00.000,2,1896.80
16660602053301,1992,2,2,2024-09-10 16:52:30.470,1993-04-09 00:00:00.000,2,396.33
16660602036601,1992,2,2,2024-09-10 16:52:34.690,1993-04-09 00:00:00.000,2,266.12
16660601060301,1992,2,2,2024-09-10 16:52:35.400,1993-04-09 00:00:00.000,2,10776.96
16660601120101,1992,2,13,2014-10-29 18:01:10.623,1993-04-09 00:00:00.000,2,46.55
16660603036201,1992,2,13,2015-12-11 22:37:09.407,1993-04-09 00:00:00.000,2,116.47
16661001603600,1992,10,2,2024-09-10 16:52:38.603,1992-11-27 00:00:00.000,2,760.63
16665102335101,1992,51,2,2024-09-10 16:52:39.440,2012-07-05 00:00:00.000,2,2817.69
16620100336001,1993,1,2,2024-09-10 16:52:51.120,1994-05-21 00:00:00.000,2,253.58
16620100612601,1993,1,2,2018-02-06 14:39:27.613,1994-05-21 00:00:00.000,2,14221.70
16620102523601,1993,1,2,2014-08-28 16:06:10.880,1994-05-21 00:00:00.000,2,126.99
16620103132201,1993,1,13,2015-09-02 14:23:18.393,1994-05-21 00:00:00.000,2,108.32
16620111016601,1993,1,2,2024-09-10 16:53:13.123,1994-05-21 00:00:00.000,2,155.68
16620116306001,1993,1,13,2015-04-28 22:17:49.053,1994-05-21 00:00:00.000,2,135.86
16620112103201,1993,1,2,2019-07-29 17:13:23.133,1994-05-21 00:00:00.000,2,711.99
16620115330601,1993,1,2,2024-09-10 16:53:21.883,1994-05-21 00:00:00.000,2,315.64
16620113666301,1993,1,2,2024-09-10 14:56:08.313,1994-05-21 00:00:00.000,2,132.20
16620113200301,1993,1,2,2022-10-04 15:48:09.703,1994-05-21 00:00:00.000,2,931.48
16620113266201,1993,1,2,2024-09-10 16:53:23.980,1994-05-21 00:00:00.000,2,220.89
16620113553001,1993,1,2,2018-12-20 12:17:24.267,1994-05-21 00:00:00.000,2,65.59
16620113023001,1993,1,2,2020-01-28 17:35:14.193,1994-05-21 00:00:00.000,2,100.48
16620600100101,1993,2,2,2024-09-10 16:53:27.193,1994-05-21 00:00:00.000,2,1282.79
16620601111201,1993,2,2,2024-09-10 16:53:28.693,1994-05-21 00:00:00.000,2,1539.57
16620602611101,1993,2,2,2020-02-03 16:45:00.110,1994-05-21 00:00:00.000,2,127.54
16620601300601,1993,2,2,2021-07-14 16:03:55.940,1994-05-21 00:00:00.000,2,12803.80
16620605661601,1993,2,2,2020-03-05 15:36:24.130,1994-05-21 00:00:00.000,2,231.82
16620605603501,1993,2,13,2019-02-12 00:47:53.250,1994-05-21 00:00:00.000,2,17417.42
16620600626301,1993,2,2,2024-09-10 16:53:45.383,1994-05-21 00:00:00.000,2,269.28
16620600220001,1993,2,2,2024-09-10 16:53:46.347,1994-05-21 00:00:00.000,2,175.04
16620600010001,1993,2,2,2020-09-28 23:53:21.333,1994-05-21 00:00:00.000,2,154.36
16620603113301,1993,2,2,2021-05-04 18:02:57.813,1994-05-21 00:00:00.000,2,5194.27
16620603661101,1993,2,2,2024-09-10 16:53:48.910,1994-05-21 00:00:00.000,2,266.15
16620606126301,1993,2,2,2017-06-20 10:32:03.140,1994-05-21 00:00:00.000,2,74.96
16620611310601,1993,2,2,2017-05-12 15:24:45.067,1994-05-21 00:00:00.000,2,341.44
16620611623101,1993,2,2,2024-09-10 16:53:54.047,1994-05-21 00:00:00.000,2,410.76
16610100615201,1994,1,13,2014-10-23 22:14:02.497,1995-07-21 00:00:00.000,2,13.31
16610100115101,1994,1,2,2024-09-27 12:12:58.253,1995-07-21 00:00:00.000,1,66.10
16610106056301,1994,1,2,2024-09-27 11:58:16.630,1995-07-21 00:00:00.000,1,34.10
16610102233601,1994,1,2,2018-12-20 12:17:32.800,1995-07-21 00:00:00.000,2,30.07
16610101166001,1994,1,2,2020-07-27 19:16:25.783,1995-07-21 00:00:00.000,2,2633.61
16610105310001,1994,1,13,2023-04-26 00:47:50.253,1995-07-21 00:00:00.000,2,0.00
16610105600601,1994,1,2,2018-12-20 12:17:36.287,1995-07-21 00:00:00.000,2,90.98
16610103306301,1994,1,2,2024-09-10 16:54:36.330,1995-07-21 00:00:00.000,2,175.90
16610100211101,1994,1,2,2019-10-04 17:12:00.787,1995-07-21 00:00:00.000,2,102.68
16610100112601,1994,1,13,2015-11-18 22:05:10.007,1995-07-21 00:00:00.000,2,0.44
16610100502601,1994,1,2,2024-09-10 16:54:37.643,1995-07-21 00:00:00.000,2,1185.51
16610106513001,1994,1,2,2024-08-01 16:30:27.970,1995-07-21 00:00:00.000,2,2796.32
16610111201001,1994,1,2,2019-08-23 12:04:18.800,1995-07-21 00:00:00.000,2,61.43
16610111531101,1994,1,2,2024-09-10 16:54:41.730,1995-07-21 00:00:00.000,2,218.40
16610111531301,1994,1,2,2018-12-20 12:17:22.053,1995-07-21 00:00:00.000,2,31.69
16610111665601,1994,1,2,2024-09-27 12:12:58.687,1995-07-21 00:00:00.000,1,68.44
16610110033101,1994,1,13,2015-09-02 13:59:34.480,1995-07-21 00:00:00.000,2,0.00
16610110111301,1994,1,2,2024-09-10 16:54:48.610,1995-07-21 00:00:00.000,2,119.23
16610110550301,1994,1,2,2018-12-20 12:17:04.097,1995-07-21 00:00:00.000,2,89.19
16610160503301,1994,1,2,2020-10-06 17:31:01.520,1995-07-21 00:00:00.000,2,197.47
16610160353001,1994,1,13,2019-12-20 20:49:50.023,1995-07-21 00:00:00.000,2,39.43
16610160312001,1994,1,2,2024-09-10 16:54:55.623,1995-07-21 00:00:00.000,2,160.42
16610161152101,1994,1,2,2024-09-10 16:54:56.840,1995-07-21 00:00:00.000,2,110.68
16610161633501,1994,1,2,2018-12-05 16:34:17.920,1995-07-21 00:00:00.000,2,8201.55
16610161013001,1994,1,2,2018-12-20 12:17:24.660,1995-07-21 00:00:00.000,2,49.94
16610162100601,1994,1,2,2024-09-27 11:58:18.337,1995-07-21 00:00:00.000,1,43.28
16610606633301,1994,2,2,2018-12-20 12:17:00.953,1995-07-21 00:00:00.000,2,5.97
16610601112201,1994,2,2,2024-09-10 16:55:08.657,1995-07-21 00:00:00.000,2,1466.27
16610601366601,1994,2,2,2019-05-14 11:21:31.777,1995-07-21 00:00:00.000,2,3100.08
16610605616001,1994,2,2,2024-09-10 16:55:10.000,1995-07-21 00:00:00.000,2,133.36
16610605633601,1994,2,2,2002-10-12 00:00:00.000,1995-07-21 00:00:00.000,2,9512.85
16610603013601,1994,2,2,2024-09-10 16:55:13.590,1995-07-21 00:00:00.000,2,174.67
16610603660601,1994,2,2,2019-10-04 17:12:21.290,1995-07-21 00:00:00.000,2,127.36
16610603660301,1994,2,2,2019-10-04 17:12:21.397,1995-07-21 00:00:00.000,2,127.36
16610603633001,1994,2,2,2019-10-04 17:12:21.997,1995-07-21 00:00:00.000,2,161.41
16610603166601,1994,2,2,2024-09-10 16:55:17.543,1995-07-21 00:00:00.000,2,1257.63
16610603536301,1994,2,2,2017-05-19 11:38:36.427,1995-07-21 00:00:00.000,2,795.10
16610603516606,1994,2,2,2024-09-10 16:55:21.383,1995-07-21 00:00:00.000,2,226.90
16610603056301,1994,2,2,2024-09-10 16:55:23.957,1995-07-21 00:00:00.000,2,1509.66
16610603323501,1994,2,2,2018-12-20 12:17:39.940,1995-07-21 00:00:00.000,2,39.04
16610610165001,1994,2,2,2024-09-10 16:55:34.127,1995-07-21 00:00:00.000,2,1621.10
16610611633501,1994,2,2,2018-12-20 12:17:44.423,1995-07-21 00:00:00.000,2,96.51
16610611300001,1994,2,2,2021-07-16 21:01:55.547,1995-07-21 00:00:00.000,2,486.49
16610615620001,1994,2,2,2024-09-10 16:55:39.343,1995-07-21 00:00:00.000,2,87.47
16610613510001,1994,2,2,2024-07-11 12:30:18.817,1995-07-21 00:00:00.000,2,24062.97
16610616356001,1994,2,2,2018-12-20 12:17:05.257,1995-07-21 00:00:00.000,2,51.70
16610660356502,1994,2,2,2024-09-10 16:55:42.900,1995-07-21 00:00:00.000,2,872.87
16610666605101,1994,2,2,2024-09-10 14:56:10.027,1995-07-21 00:00:00.000,2,109.45
16610662063301,1994,2,2,2018-12-20 12:17:39.960,1995-07-21 00:00:00.000,2,46.50
16610662510301,1994,2,2,2020-06-17 19:16:18.430,1995-07-21 00:00:00.000,2,643.29
16611000323600,1994,10,3,1996-10-09 00:00:00.000,1994-05-20 00:00:00.000,2,165864.93
16611006336600,1994,10,2,2018-10-09 17:12:03.557,1994-09-23 00:00:00.000,2,36776.79
16615101112301,1994,51,2,2018-08-15 13:31:40.400,2008-08-06 00:00:00.000,2,39049.55
16650100635201,1995,1,2,2018-08-20 15:13:39.537,1996-06-12 00:00:00.000,2,37.04
16650101135601,1995,1,2,2024-09-10 16:56:30.570,1996-06-12 00:00:00.000,2,895.68
16650101131501,1995,1,3,2011-06-03 00:00:00.000,1996-06-12 00:00:00.000,2,513.11
16650101260201,1995,1,2,2023-08-08 15:46:46.457,1996-06-12 00:00:00.000,2,639.20
16650102536601,1995,1,2,2024-09-10 16:56:37.667,1996-06-12 00:00:00.000,2,98.88
16650103062101,1995,1,14,2019-03-29 21:14:16.443,1996-06-12 00:00:00.000,2,0.00
16650103562501,1995,1,13,2014-09-19 22:06:35.543,1996-06-12 00:00:00.000,2,7.05
16650100515001,1995,1,13,2024-02-02 02:03:16.957,1996-06-12 00:00:00.000,2,-0.30
16650103605201,1995,1,2,2018-12-20 12:18:00.410,1996-06-12 00:00:00.000,2,58.59
16650110603601,1995,1,2,2024-09-10 16:56:48.537,1996-06-12 00:00:00.000,2,38.45
16650111106301,1995,1,2,2024-09-10 16:56:48.740,1996-06-12 00:00:00.000,2,145.87
16650111223101,1995,1,2,2024-09-10 16:56:49.020,1996-06-12 00:00:00.000,2,90.74
16650116366601,1995,1,2,2018-12-20 12:17:43.160,1996-06-12 00:00:00.000,2,56.13
16650112333001,1995,1,2,2024-09-10 16:56:51.653,1996-06-12 00:00:00.000,2,1629.99
16650111306001,1995,1,2,2024-09-10 16:56:52.317,1996-06-12 00:00:00.000,2,403.06
16650115131301,1995,1,2,2018-12-20 12:17:44.533,1996-06-12 00:00:00.000,2,55.86
16650115653001,1995,1,13,2015-02-21 22:11:25.540,1996-06-12 00:00:00.000,2,0.00
16650115063101,1995,1,2,2024-09-10 16:56:53.760,1996-06-12 00:00:00.000,2,591.42
16650110150601,1995,1,2,2018-12-20 12:17:54.313,1996-06-12 00:00:00.000,2,70.49
16650110133601,1995,1,2,2018-12-20 12:17:04.503,1996-06-12 00:00:00.000,2,69.19
16650110360006,1995,1,2,2024-09-10 16:56:56.060,1996-06-12 00:00:00.000,2,100.34
16650113313101,1995,1,2,2018-12-20 12:17:02.267,1996-06-12 00:00:00.000,2,28.13
16650160016301,1995,1,2,2019-04-03 17:39:57.447,1996-06-12 00:00:00.000,2,164.31
16650161635101,1995,1,2,2024-09-10 16:57:02.223,1996-06-12 00:00:00.000,2,109.24
16650166610601,1995,1,2,2002-10-12 00:00:00.000,1996-06-12 00:00:00.000,2,195.35
16650166611101,1995,1,2,2017-03-28 11:09:33.590,1996-06-12 00:00:00.000,2,175.84
16650162652101,1995,1,2,2018-12-20 12:17:27.953,1996-06-12 00:00:00.000,2,41.07
16650162635101,1995,1,2,2024-09-10 16:57:05.173,1996-06-12 00:00:00.000,2,288.16
16650162236301,1995,1,2,2024-09-10 16:57:05.673,1996-06-12 00:00:00.000,2,256.15
16650165130601,1995,1,2,2018-03-21 16:57:41.517,1996-12-17 00:00:00.000,2,187.95
16650601350101,1995,2,2,2019-05-30 17:22:56.307,1996-06-12 00:00:00.000,2,252.24
16650601650301,1995,2,2,2019-10-04 17:13:20.403,1996-06-12 00:00:00.000,2,363.35
16650601616001,1995,2,2,2024-09-10 16:57:17.543,1996-06-12 00:00:00.000,2,550.17
16650605266601,1995,2,2,2024-09-10 16:57:18.660,1996-06-12 00:00:00.000,2,2730.11
16650605363101,1995,2,2,2019-05-16 19:59:20.563,1996-06-12 00:00:00.000,2,177.55
16650605033101,1995,2,2,2018-12-20 12:17:55.830,1996-06-12 00:00:00.000,2,79.38
16650603236501,1995,2,2,2002-10-12 00:00:00.000,1996-06-12 00:00:00.000,2,127.08
16650603515601,1995,2,2,2018-12-20 12:17:36.933,1996-06-12 00:00:00.000,2,40.72
16650600520001,1995,2,2,2024-09-10 16:57:29.633,1996-06-12 00:00:00.000,2,132.91
16650603550501,1995,2,2,2022-03-25 17:18:19.627,1996-06-12 00:00:00.000,2,3432.33
16650606056101,1995,2,2,2018-12-20 12:17:38.243,1996-06-12 00:00:00.000,2,61.75
16650606030001,1995,2,2,2018-12-20 12:17:39.117,1996-06-12 00:00:00.000,2,46.65
16650606661001,1995,2,2,2019-08-13 16:35:01.337,1996-06-12 00:00:00.000,2,86.08
16650606231301,1995,2,2,2024-09-10 16:57:37.500,1996-06-12 00:00:00.000,2,354.99
16650606556001,1995,2,2,2018-12-20 12:17:51.743,1996-06-12 00:00:00.000,2,29.20
16650606611501,1995,2,2,2024-09-10 16:57:44.083,1996-06-12 00:00:00.000,2,2371.35
16650610660501,1995,2,2,2024-09-10 16:57:45.723,1996-06-12 00:00:00.000,2,214.50
16650611625301,1995,2,2,2024-09-10 16:57:47.950,1996-06-12 00:00:00.000,2,478.87
16650611612001,1995,2,2,2024-09-10 16:57:48.020,1996-06-12 00:00:00.000,2,167.90
16650616612500,1995,2,2,2017-06-20 10:31:46.773,1996-06-12 00:00:00.000,2,27.55
16650615326201,1995,2,13,2024-05-31 00:43:29.687,1996-06-12 00:00:00.000,2,0.00
16650616615001,1995,2,2,2024-09-10 16:57:56.320,1996-06-12 00:00:00.000,2,256.00
16650660306201,1995,2,2,2019-10-04 17:13:58.560,1996-06-12 00:00:00.000,2,155.86
